txn_id,account_id,merchant_id,txn_date,amount,description
T0001417,A00007,M006,,-86.11,PURCHASE 444827
T0001257,A00072,M003,2025-02-07,$-240.83,PURCHASE 921268
T0001978,A00069,M019,2024-07-21,-144.97,  PURCHASE 490022  
T0000761,A00012,M002,15-Feb-2025,-129.33,PURCHASE 490935
T0000641,A00076,M025,08/01/2024,-223.03,PURCHASE 629018
T0001700,A00077,M014,02/19/24,-194.69,  PURCHASE 433811  
T0003179,A00090,M029,01/13/25,(153.96),PURCHASE 896193
T0000142,A00088,M001,06/26/24,-96.31,PURCHASE 494763
T0002411,A00090,M010,08-Feb-2025,-24.60,PURCHASE 141646
T0000929,A00092,M018,24-Apr-2024,(20.51),PURCHASE 337798
T0000904,A00058,M019,25-Nov-2024,$-407.96,PURCHASE 592571
T0002175,A00020,M029,2025-05-17,-293.17,PURCHASE 451329
T0001814,A00060,M014,25-Jan-2025, -88.40 ,PURCHASE 916982
T0002787,A00087,M014,23-Sep-2024,-36.10,PURCHASE 303278
T0002399,A00044,M007,2025-01-01,,PURCHASE 278737
T0001031,A00018,M023,06/20/2024,-306.85,PURCHASE 204955
T0000635,A00021,M027,2024-03-12,-337.65,PURCHASE 428387
T0003078,A00046,M017,28-Jan-2025,$-86.27,PURCHASE 866125
T0002087,A00055,M020,02/25/24,-296.59,PURCHASE 333799
T0001387,A00055,M008,2024-10-25,-38.84,  PURCHASE 474413  
T0003144,A00047,M031,01/21/25,"2,243.79",PAYROLL DEP 165261
T0000704,A00045,M004,04-Sep-2024,-143.45,PURCHASE 177335
T0002366,A00083,M019,2024-12-04,-13.24,PURCHASE 844588
T0002440,A00085,M009,08/12/24,(120.77),PURCHASE 810442
T0001139,A00071,M027,12/24/2024,$-332.84,PURCHASE 696503
T0002165,A00026,M028,04/04/24, -130.32 ,PURCHASE 653954
T0002263,A00011,M031,06-May-2024,"$2,089.67",PAYROLL DEP 860781
T0002105,A00023,M018,03/07/25,-25.11,PURCHASE 876629
T0000113,A00016,M031,05-May-2024,"3,367.38",PAYROLL DEP 816400
T0002119,A00023,M013,2024-02-27, -121.52 ,PURCHASE 812962
T0000593,A00086,M013,05/30/2025,-350.23,PURCHASE 626251
T0002935,A00031,M004,2024-02-10,-229.18,PURCHASE 718789
T0000115,A00092,M026,07/23/24,-222.26,PURCHASE 476556
T0001384,A00074,M031,2025-03-12,"2,000.84",PAYROLL DEP 144791
T0000891,A00066,M011,2025-04-16,(330.82),  PURCHASE 185097  
T0003027,A00081,,07/26/2024, -191.90 ,PURCHASE 142040
T0000724,A00031,M014,04/27/25,-41.81,PURCHASE 356496
T0001333,A00020,M018,2024-06-06,-176.95,PURCHASE 656624
T0002702,A00087,M021,2024-07-25,-190.45,PURCHASE 537267
T0002600,A00074,M010,12/07/24, -176.99 ,PURCHASE 471371
T0000339,A00089,M006,04/21/2025,$-320.06,  PURCHASE 278190  
T0000807,A00045,,10/27/24,"4,615.96",PAYROLL DEP 807304
T0003149,A00026,M013,2024-03-08,-158.74,PURCHASE 682215
T0000658,A00082,M018,09/13/24,-86.20,  PURCHASE 920411  
T0000763,A00050,M031,2024-10-15,"4,750.85",PAYROLL DEP 807784
T0000679,A00053,M020,02-Mar-2025,$-390.54,PURCHASE 620719
T0002970,A00073,M031,01/03/2025," 3,668.57 ",PAYROLL DEP 939654
T0000681,A00054,M014,2024-05-08,(232.16),PURCHASE 459793
T0001771,A00039,M027,23-Mar-2024,(410.41),PURCHASE 853296
T0002525,A00081,M029,2024-07-13,-92.90,PURCHASE 932970
T0002605,A00045,M011,2024-09-02,-322.11,PURCHASE 318132
T0002180,A00045,M011,,-146.95,  PURCHASE 416575  
T0002059,A00079,M011,2025-05-15,-321.44,PURCHASE 815327
T0000796,A00060,M020,24-Jun-2024,-279.30,PURCHASE 861757
T0001232,A00040,M030,09-Jan-2025,$(99.16),PURCHASE 752256
T0000747,A00054,M005,20-Oct-2024,$-238.62,  PURCHASE 371952  
T0000801,A00035,M029,2024-04-23,-315.68,PURCHASE 413372
T0002241,A00050,M003,2024-04-06,-382.98,PURCHASE 737099
T0001846,A00022,M014,01/09/24,$-339.38,PURCHASE 980286
T0002311,A00008,M008,2024-07-31,-210.76,PURCHASE 112276
T0002449,A00074,M030,03/26/24,-151.98,  PURCHASE 723564  
T0001194,A00065,M003,2024-10-20,$(354.35),PURCHASE 374362
T0002657,A00057,M011,06/05/2025,-185.53,PURCHASE 920232
T0002611,A00071,M015,2025-06-03,$-195.69,PURCHASE 686509
T0001759,A00010,M015,08/28/2024,-220.27,PURCHASE 281917
T0002327,A00071,M020,12/20/2024,-293.97,PURCHASE 165014
T0002998,A00058,M028,2025-03-04,-222.29,PURCHASE 610248
T0000283,A00064,M009,2024-05-04, $-140.28 ,PURCHASE 759531
T0001727,A00027,M015,05/19/2025,(360.77),  PURCHASE 125404  
T0000672,A00078,M011,31-Jan-2024,(47.89),PURCHASE 614958
T0001925,A00026,M016,2025-06-14,$-394.49,  PURCHASE 964703  
T0001733,A00073,M007,2024-02-23,$-63.70,  PURCHASE 152343  
T0002279,A00079,M031,02/15/2025,"$4,085.51",PAYROLL DEP 262167
T0000500,A00019,M031,2025-03-30,"1,815.86",PAYROLL DEP 195825
T0000769,A00033,M014,10/18/2024,$-89.38,PURCHASE 765695
T0001988,A00044,M031,2024-09-05,-320.61,PURCHASE 599820
T0002708,A00007,M016,2024-04-30,-319.14,PURCHASE 705502
T0002925,A00048,M021,05/15/24,-93.27,PURCHASE 868147
T0001544,A00019,M028,08/20/2024, (121.53) ,PURCHASE 702838
T0000973,A00024,M010,05/23/2024,-168.28,PURCHASE 847519
T0001008,A00045,M012,01/31/25,$-86.03,PURCHASE 490633
T0001607,A00089,,08/02/24,$-115.72,PURCHASE 495985
T0003111,A00022,M018,20-Jan-2025,$-343.52,PURCHASE 880852
T0003015,A00029,M020,25-May-2025,-269.59,PURCHASE 858789
T0003152,A00039,M026,01/22/2025,-291.94,PURCHASE 635052
T0002912,A00059,M022,2024-12-27,(158.48),PURCHASE 214136
T0000776,A00016,M022,2025-04-20,-381.34,PURCHASE 748938
T0000015,A00063,M001,02/12/24,$-36.87,PURCHASE 748133
T0001127,A00081,M024,2025-05-25,,PURCHASE 698782
T0002875,A00073,M027,10/17/24,-210.79,PURCHASE 738274
T0002538,A00060,M023,01/21/2025,$-237.36,PURCHASE 320580
T0002812,A00085,M026,2024-11-30,-4.25,PURCHASE 237194
T0001487,A00078,M005,2024-08-25,-396.71,PURCHASE 518006
T0001878,A00027,M007,2024-07-01,-396.01,PURCHASE 851280
T0002915,A00073,M010,01/23/2025,-155.40,PURCHASE 188077
T0000230,A00010,M020,03/26/2024,-67.75,  PURCHASE 756912  
T0002567,A00009,M003,2025-03-08, -391.64 ,PURCHASE 797807
T0001540,A00027,M019,01/21/2025,$-381.92,PURCHASE 869671
T0002799,A00057,M027,11/17/24,-247.08,PURCHASE 838119
T0001671,A00089,M023,07/04/2024,$-382.91,PURCHASE 126817
T0002766,A00062,M014,12/01/24,-196.19,PURCHASE 925246
T0002128,A00035,M009,04/26/25,-256.89,PURCHASE 577801
T0001150,A00010,M023,12/29/2024, $(182.10) ,PURCHASE 803647
T0000753,A00041,M014,06/03/2025,$-325.79,PURCHASE 725843
T0001683,A00035,M008,02/19/24,-37.36,PURCHASE 294559
T0003089,A00027,M002,08/18/2024,(10.76),PURCHASE 167565
T0000478,A00075,M030,2024-05-01,-57.54,PURCHASE 767044
T0001560,A00076,M002,03/03/25, $-391.87 ,PURCHASE 156016
T0001322,A00053,M028,10-Apr-2025,(346.77),PURCHASE 208599
T0002755,A00060,M017,05/15/2025,-367.12,PURCHASE 447315
T0000944,A00064,M028,2024-11-23,-203.32,  PURCHASE 679896  
T0003182,A00088,M017,2024-01-03,-38.30,PURCHASE 933711
T0000956,A00073,M009,, -56.14 ,PURCHASE 162788
T0002767,A00016,M011,,(23.05),PURCHASE 369233
T0002259,A00026,M013,05/07/24, -68.64 ,PURCHASE 481600
T0002892,A00017,,07/09/24,-25.55,PURCHASE 754935
T0002384,A00054,M019,17-Sep-2024,-54.33,PURCHASE 703136
T0000966,A00019,M008,06/19/24,-366.54,PURCHASE 877094
T0003170,A00020,M031,02-May-2024,-85.52,PURCHASE 417885
T0000660,A00092,M020,03/31/24,-381.16,  PURCHASE 407592  
T0000702,A00002,M017,03/24/24,-413.01,PURCHASE 116265
T0003199,A00032,M003,03/18/24,(268.02),PURCHASE 162301
T0001834,A00090,M031,04/08/2025,"4,154.20",PAYROLL DEP 289015
T0002941,A00040,M009,06/23/25,(361.88),PURCHASE 611278
T0000782,A00031,M012,04/24/24,-175.18,PURCHASE 773223
T0000396,A00059,M023,12-Nov-2024,(154.31),PURCHASE 512064
T0000112,A00045,M031,01/16/2025, -271.83 ,  PURCHASE 777366  
T0000062,A00027,M008,02/24/24,-352.73,PURCHASE 131064
T0002561,A00039,M005,09/05/2024,(231.72),  PURCHASE 478542  
T0000539,A00049,M013,06/25/24,$-326.53,PURCHASE 500661
T0000948,A00092,M023,08-Mar-2024,-374.82,PURCHASE 946003
T0002819,A00064,M011,17-Jun-2024,$(324.60),PURCHASE 167760
T0000092,A00078,M025,11/02/24, -342.17 ,PURCHASE 739966
T0002612,A00011,M012,11/03/24, -399.86 ,PURCHASE 712344
T0002452,A00004,M031,23-Jan-2025,"$2,148.37",PAYROLL DEP 234841
T0000700,A00084,M015,04/28/2024,-308.58,PURCHASE 785066
T0000640,A00079,M024,09/05/2024,(359.90),PURCHASE 590891
T0002964,A00014,M024,2025-04-08,-154.60,PURCHASE 394008
T0000597,A00022,M031,16-Feb-2024,"2,116.92",PAYROLL DEP 429748
T0002562,A00052,M031,2024-09-18,"$4,844.33",PAYROLL DEP 130901
T0001221,A00057,M024,2024-04-28,-39.73,PURCHASE 425954
T0001352,A00066,M024,2024-12-17,(245.50),PURCHASE 378104
T0001178,A00084,M023,11-Sep-2024,-273.06,PURCHASE 108051
T0000540,A00002,M016,04/29/2024,-270.47,PURCHASE 827424
T0002353,A00068,M014,01/23/2024,-158.99,PURCHASE 191845
T0001105,A00022,M011,01-Jul-2024,(165.24),  PURCHASE 460002  
T0002534,A00069,M030,03/12/2024, (182.16) ,PURCHASE 928453
T0001685,A00050,M030,2024-10-09,-382.40,PURCHASE 161188
T0000647,A00037,M023,07/08/24,-262.42,  PURCHASE 274740  
T0000886,A00071,M009,09/15/24,(412.51),PURCHASE 834543
T0000592,A00064,M010,2025-06-24, -199.07 ,PURCHASE 162915
T0000548,A00002,M018,2025-06-28,(172.63),  PURCHASE 936865  
T0000446,A00029,M002,12/23/2024,-177.13,PURCHASE 855009
T0002231,A00011,M031,2024-10-05,-242.63,PURCHASE 665771
T0002270,A00054,M018,02/15/24,-230.67,PURCHASE 797435
T0000203,A00023,M020,08/12/24,-62.51,PURCHASE 818894
T0000603,A00087,M010,02/10/24,$-170.19,PURCHASE 428881
T0001234,A00018,M030,11/03/2024,-42.11,PURCHASE 671938
T0000373,A00025,M016,02/11/24,-51.26,PURCHASE 680822
T0000322,A00008,M014,05/27/24,-94.07,  PURCHASE 699098  
T0001393,A00049,M006,04-Jan-2024,-213.86,  PURCHASE 435440  
T0000992,A00016,M023,11/23/2024,-203.83,PURCHASE 417242
T0001564,A00057,M031,01/08/2024,-116.69,PURCHASE 657656
T0002518,A00047,M004,01/13/24,-282.09,PURCHASE 893238
T0000413,A00045,M031,05/06/2025,$-115.31,PURCHASE 867080
T0001923,A00084,M024,06/20/24,-309.94,PURCHASE 363845
T0001760,A00073,M029,03/07/24,$-396.37,PURCHASE 375263
T0002678,A00012,M022,08/15/2024, (17.42) ,PURCHASE 905939
T0002996,A00040,M014,31-May-2025,$-296.25,PURCHASE 706036
T0000263,A00040,M029,2024-01-19,$(279.69),  PURCHASE 155663  
T0000980,A00046,M026,28-Sep-2024,-30.56,PURCHASE 581932
T0001636,A00076,M029,2024-01-14, (72.05) ,PURCHASE 400604
T0002112,A00078,M013,2024-10-03,-333.18,PURCHASE 120678
T0000075,A00088,M006,04/21/24,-390.78,PURCHASE 584498
T0000984,A00042,M020,03/24/24,(203.65),PURCHASE 954653
T0001033,A00014,M024,2024-08-27, $(77.81) ,PURCHASE 748697
T0002773,A00003,M022,28-Jul-2024,$-391.66,PURCHASE 513624
T0000745,A00025,M015,25-Dec-2024,-239.93,PURCHASE 864989
T0001186,A00030,M023,06-Oct-2024, (173.36) ,PURCHASE 272620
T0003018,A00005,M002,10/16/24,-125.99,PURCHASE 512451
T0000828,A00040,M024,11/15/2024,(258.67),PURCHASE 901733
T0000671,A00077,M029,2024-08-30, -75.56 ,PURCHASE 220034
T0000546,A00081,M029,23-Sep-2024,-71.10,PURCHASE 313660
T0002036,A00046,M006,11-Oct-2024,-387.44,PURCHASE 720671
T0001626,A00068,M011,08/11/24,-144.89,PURCHASE 233146
T0003035,A00061,M013,05/22/25,-414.28,PURCHASE 275914
T0002234,A00065,M024,02/11/2024,(137.85),PURCHASE 508875
T0002736,A00088,M022,06/14/25,-183.19,PURCHASE 171814
T0000160,A00064,M029,06/23/24,$-185.53,PURCHASE 520245
T0002423,A00005,M009,05/25/2024,-59.01,PURCHASE 141458
T0001324,A00021,M005,01/04/2025,-63.19,PURCHASE 777431
T0002603,A00078,M017,10/25/2024, -274.09 ,  PURCHASE 116665  
T0001605,A00026,M018,2024-12-06,(257.98),PURCHASE 322917
T0001690,A00007,M006,01/08/2024,(83.14),PURCHASE 249763
T0001365,A00090,M018,04-Oct-2024,-308.04,PURCHASE 289734
T0002621,A00052,M030,07/10/24,(157.89),PURCHASE 185484
T0001289,A00009,M006,,$-28.10,PURCHASE 799047
T0001864,A00024,M021,02/29/2024,$-302.25,PURCHASE 861237
T0002383,A00019,M012,08/09/2024,$-164.22,  PURCHASE 983271  
T0000108,A00058,M028,08/30/2024,-134.36,PURCHASE 178315
T0001517,A00065,M017,03/17/2025,$-319.89,PURCHASE 534854
T0001868,A00034,M011,04/14/24,-212.49,PURCHASE 865634
T0002949,A00014,M031,24-Sep-2024,"1,800.29",PAYROLL DEP 522429
T0001246,A00029,M029,2024-03-24,-133.50,PURCHASE 683021
T0002895,A00030,M008,2024-01-16,-385.90,PURCHASE 678572
T0002395,A00019,M003,05/29/25,-45.01,PURCHASE 155795
T0000004,A00090,M029,02/13/25,(401.85),  PURCHASE 379676  
T0001591,A00045,M024,09/25/24,-32.60,PURCHASE 648110
T0001664,A00088,M023,13-Apr-2025,-392.48,PURCHASE 791377
T0000516,A00045,M020,2024-05-30, $(244.17) ,PURCHASE 503017
T0002505,A00034,M007,2024-09-20,-40.10,PURCHASE 182816
T0000014,A00029,M010,08-Oct-2024,-259.22,PURCHASE 754813
T0002521,A00001,M012,05/22/2024,$-27.55,PURCHASE 697052
T0000830,A00007,M001,2024-10-09,-268.53,PURCHASE 559561
T0000855,A00061,M022,12/19/24,-383.56,  PURCHASE 286113  
T0002001,A00053,M023,01/08/2025,(183.38),  PURCHASE 427848  
T0002662,A00080,M027,02/19/2024,$-220.10,PURCHASE 599461
T0001415,A00042,M031,02/14/2024,"3,742.35",PAYROLL DEP 512130
T0002930,A00022,M014,11-Feb-2025,-150.99,PURCHASE 614822
T0000174,A00058,M023,01-Jul-2024,-268.58,PURCHASE 844618
T0001596,A00055,M023,06/14/24,-195.28,  PURCHASE 235022  
T0002171,A00004,M031,07/19/24,(270.92),PURCHASE 157535
T0003109,A00027,M018,2024-10-01,-50.38,PURCHASE 761215
T0001798,A00028,M022,05/10/25,-270.93,PURCHASE 590418
T0000860,A00035,M002,2024-02-26,-81.43,  PURCHASE 428889  
T0003107,A00087,M001,2024-03-01,-72.81,PURCHASE 297349
T0002374,A00068,,05/24/2025, $-363.71 ,PURCHASE 779511
T0002920,A00073,M019,05/31/24,$(44.54),PURCHASE 562988
T0000260,A00084,M007,03/09/2025,(136.75),PURCHASE 941792
T0003120,A00048,M009,04/21/24,(29.23),PURCHASE 341881
T0002086,A00042,M019,07-Apr-2025,-48.51,PURCHASE 640428
T0002826,A00071,M021,02/08/24,$-238.22,  PURCHASE 193901  
T0001646,A00069,M009,10/22/2024,(367.88),PURCHASE 415296
T0001466,A00041,M031,06/29/2024,"$2,937.67",PAYROLL DEP 974768
T0001500,A00086,M027,05/17/2024, -196.35 ,PURCHASE 122300
T0001370,A00046,M018,,-373.97,PURCHASE 305834
T0000897,A00022,M025,01/14/25,$-206.95,PURCHASE 529635
T0000924,A00026,M029,03/05/24, -120.10 ,PURCHASE 297205
T0001716,A00089,M018,02/04/2025,-286.46,PURCHASE 358027
T0001533,A00036,M031,2024-07-01,"$4,337.69",PAYROLL DEP 325391
T0000147,A00017,M018,09/21/24, -321.14 ,PURCHASE 880360
T0002015,A00022,,2024-05-18,-166.35,PURCHASE 803857
T0003016,A00014,M027,06/26/2025,(385.35),PURCHASE 863923
T0002427,A00090,M019,12/08/24,$(373.55),PURCHASE 940083
T0001098,A00085,M015,02/06/2024,-41.22,  PURCHASE 665465  
T0003068,A00056,M016,2024-12-23,-333.10,PURCHASE 333508
T0000677,A00003,M020,05/27/25,(26.62),PURCHASE 131434
T0002530,A00010,M025,2024-10-18,$-30.13,PURCHASE 313923
T0002757,A00001,M030,06/02/24,-135.29,PURCHASE 403889
T0000554,A00030,M030,,-307.74,PURCHASE 525167
T0002175,A00020,M029,2025-05-17,-293.17,PURCHASE 451329
T0003094,A00067,M031,2024-05-08,"3,145.74",PAYROLL DEP 257107
T0001091,A00018,M028,2024-09-05,-217.88,PURCHASE 571485
T0000018,A00009,M002,10-Sep-2024,$-124.02,PURCHASE 443341
T0002346,A00040,M029,06/15/2025,$(53.76),PURCHASE 797291
T0000925,A00012,M027,15-Feb-2024,-360.37,PURCHASE 400434
T0000475,A00016,,19-Jan-2025,(347.48),  PURCHASE 561801  
T0002206,A00043,M010,21-Mar-2025,$-228.52,PURCHASE 597834
T0001662,A00028,M029,01/14/25,-187.12,  PURCHASE 344659  
T0002625,A00008,M017,04/02/24,-362.56,  PURCHASE 462700  
T0000972,A00093,M004,01/11/2025,-255.03,PURCHASE 116820
T0001476,A00003,M020,11/28/2024,(94.32),PURCHASE 667193
T0001309,A00012,M031,2024-04-20,"2,588.77",  PAYROLL DEP 515493  
T0000146,A00011,M021,2024-08-15,-330.30,PURCHASE 685365
T0002871,A00072,M008,12/12/2024,$-119.38,PURCHASE 545317
T0002938,A00057,M021,05/05/2025,$(232.31),PURCHASE 570341
T0003176,A00077,M008,21-Jul-2024,-102.67,PURCHASE 678196
T0001928,A00043,M007,09/12/24,-332.67,  PURCHASE 723217  
T0002658,A00041,M017,03/01/2024, -407.54 ,PURCHASE 888950
T0001368,A00010,M026,10/29/2024,-354.99,  PURCHASE 372585  
T0002487,A00031,M015,09/09/24,$(230.92),PURCHASE 461297
T0000581,A00030,M027,04/18/24,-144.11,PURCHASE 271069
T0003019,A00017,M025,06/06/25,(126.36),PURCHASE 178094
T0001592,A00018,M020,2024-10-11, -332.26 ,PURCHASE 430295
T0000695,A00079,M012,02/15/24,$(48.52),  PURCHASE 969414  
T0001490,A00055,M022,04/17/2024,-353.83,PURCHASE 588780
T0002749,A00071,M029,2024-08-06,$-352.84,PURCHASE 349910
T0001278,A00003,,13-Jul-2024,-256.50,PURCHASE 971992
T0002764,A00069,M016,06/09/2024,-360.71,PURCHASE 544112
T0003090,A00018,M022,19-Jan-2024,(190.14),  PURCHASE 195391  
T0001499,A00033,,03/09/2024,$-272.81,PURCHASE 330273
T0002079,A00059,M029,01/01/2024, -356.98 ,PURCHASE 465565
T0001562,A00036,M028,04/04/2024,$-382.67,PURCHASE 688122
T0002533,A00058,M009,11/29/24,-144.16,PURCHASE 236799
T0003156,A00051,M019,2025-02-03,-369.89,PURCHASE 736829
T0003002,A00059,M020,22-May-2024,-294.05,  PURCHASE 460293  
T0000391,A00073,M002,06/29/24, (404.90) ,PURCHASE 166670
T0001438,A00080,M009,2024-12-30,-242.70,  PURCHASE 958113  
T0000933,A00079,M031,2025-02-16,"3,831.71",PAYROLL DEP 766076
T0001102,A00047,M019,05-Dec-2024,(18.98),PURCHASE 993891
T0000362,A00071,M028,05/07/2025,-110.55,PURCHASE 118397
T0002594,A00080,M012,08/27/24,$-103.25,PURCHASE 719404
T0002640,A00093,M024,12/20/2024,-187.98,PURCHASE 901114
T0000618,A00092,M031,02/03/2024,"2,321.48",PAYROLL DEP 699982
T0001355,A00026,M022,12/03/24,-342.77,PURCHASE 211134
T0002407,A00049,M031,06-May-2024, -133.67 ,PURCHASE 299950
T0000155,A00001,M001,2024-04-20,$-23.11,PURCHASE 315477
T0002029,A00068,M026,04/28/25,$(25.79),  PURCHASE 370817  
T0002700,A00067,M020,12-Jan-2024,$-321.12,PURCHASE 143795
T0000735,A00024,M024,10/10/2024,$-366.35,  PURCHASE 195775  
T0001653,A00065,M021,2025-03-18,-291.31,PURCHASE 402311
T0000303,A00009,M029,2024-07-19,-135.02,PURCHASE 460987
T0001138,A00025,M005,02/08/2025,-387.44,PURCHASE 493820
T0001631,A00090,M003,01-Nov-2024,-183.15,PURCHASE 318431
T0001502,A00011,M031,12/28/2024," $3,746.31 ",PAYROLL DEP 791048
T0001007,A00045,M020,08/05/24,$-268.83,PURCHASE 788941
T0000853,A00082,M021,20-Aug-2024, -266.96 ,  PURCHASE 684191  
T0001538,A00050,M019,06/25/2025,-33.73,PURCHASE 798956
T0000744,A00065,M003,2024-05-31,-74.97,PURCHASE 983031
T0002976,A00002,M011,12/01/2024,-127.59,PURCHASE 422391
T0001701,A00067,M003,03/04/25,(127.62),PURCHASE 303896
T0001147,A00045,M003,10/09/2024, $(206.91) ,PURCHASE 484034
T0002385,A00046,M008,08/05/24,-321.86,PURCHASE 936598
T0002797,A00054,M010,11/25/24,$(16.52),  PURCHASE 528605  
T0001122,A00054,M031,06/07/2024,(16.63),PURCHASE 500988
T0001216,A00038,M023,13-Jun-2025, (112.18) ,  PURCHASE 668585  
T0000952,A00049,M022,29-Oct-2024,-153.74,PURCHASE 859790
T0001589,A00046,M010,04/29/2025,$-306.54,PURCHASE 919463
T0002655,A00037,M008,,-70.17,PURCHASE 839921
T0000012,A00084,M011,03/16/2024,-270.86,PURCHASE 770872
T0003033,A00026,M014,06/24/24,-131.31,  PURCHASE 892029  
T0000183,A00083,M026,11/24/24,$-397.06,PURCHASE 493172
T0000305,A00062,M013,03/18/25,-263.71,PURCHASE 245824
T0001259,A00023,M029,29-Jan-2025,$-350.79,PURCHASE 969005
T0000532,A00030,M027,2025-04-16,-396.19,PURCHASE 797670
T0000137,A00087,M008,04/10/24,-59.04,PURCHASE 776913
T0001051,A00085,M024,13-May-2024,(355.38),PURCHASE 142759
T0001904,A00088,M004,03/22/2025,$-257.94,PURCHASE 152240
T0003029,A00042,M004,01/05/2025,$-364.27,PURCHASE 853103
T0002482,A00049,M031,17-May-2024,"$4,496.98",PAYROLL DEP 815106
T0002624,A00077,M005,03/21/24,$(101.02),PURCHASE 110466
T0000225,A00081,M004,02-May-2025,-190.59,PURCHASE 120798
T0002031,A00023,M015,2025-03-12,-149.20,  PURCHASE 515841  
T0000549,A00067,M026,22-Jan-2025,-388.99,PURCHASE 654654
T0003197,A00003,M020,03/14/24,(338.88),PURCHASE 511363
T0001687,A00034,M013,2025-04-11,,PURCHASE 123650
T0002107,A00061,M023,04/08/25,$-107.50,PURCHASE 833033
T0000350,A00041,M014,16-Jun-2025,-244.32,PURCHASE 675111
T0001160,A00021,M031,30-May-2025, (123.83) ,PURCHASE 518383
T0000421,A00008,,03/20/25,-167.69,PURCHASE 880399
T0001364,A00074,M006,02/07/25,(397.69),PURCHASE 771185
T0000851,A00010,M024,27-Feb-2025,-84.16,  PURCHASE 619018  
T0001106,A00065,M013,18-Apr-2024,-156.97,PURCHASE 685823
T0001906,A00010,M026,14-Oct-2024,$-313.71,PURCHASE 695303
T0000734,A00045,M021,09/17/24,(277.96),PURCHASE 207292
T0002466,A00091,M016,07/16/2024,-298.92,PURCHASE 654784
T0000417,A00034,M015,02/11/24,-285.08,  PURCHASE 188049  
T0000318,A00043,M001,03-Jul-2024,$(283.56),PURCHASE 330074
T0003202,A99999,M002,01/24/25,-10.82,PURCHASE ORPHAN
T0001308,A00056,M007,30-Oct-2024,$-348.62,PURCHASE 579743
T0001424,A00054,M029,2024-09-13, $-296.59 ,PURCHASE 244649
T0002654,A00053,M027,07/25/2024,-132.16,  PURCHASE 583535  
T0000742,A00058,M028,2024-03-25,-52.80,PURCHASE 993990
T0002462,A00090,M020,03/02/2024,(359.30),PURCHASE 691046
T0002115,A00040,M003,24-Feb-2024,$-41.19,  PURCHASE 211290  
T0001515,A00046,M015,08/21/24,$-114.34,PURCHASE 798217
T0003063,A00071,M002,03/18/2024,-37.51,PURCHASE 975624
T0000827,A00073,M031,2024-02-20,-170.16,  PURCHASE 856597  
T0000707,A00059,M031,22-Nov-2024,-62.71,  PURCHASE 703075  
T0002388,A00088,,2025-04-16,-380.66,PURCHASE 560720
T0002778,A00038,M006,02/07/24,-292.15,  PURCHASE 837991  
T0001072,A00071,M019,01/28/2025,$(106.50),PURCHASE 748841
T0000967,A00023,M031,08/29/24,"5,068.56",PAYROLL DEP 659890
T0000701,A00092,M027,23-Aug-2024,-414.47,PURCHASE 734960
T0000447,A00065,M022,16-Apr-2025,-190.26,PURCHASE 344131
T0002989,A00065,M016,01/30/24,-83.70,  PURCHASE 995950  
T0002382,A00087,M015,23-May-2025,$-396.59,PURCHASE 753211
T0002821,A00031,M030,12/31/24,-398.36,PURCHASE 897551
T0002417,A00024,M021,2024-07-10,-82.72,PURCHASE 996190
T0002131,A00073,M029,12/03/2024,$(191.45),PURCHASE 242808
T0003032,A00005,M029,2024-12-03,-29.51,PURCHASE 249419
T0000859,A00009,M021,07/21/24,$(180.78),PURCHASE 739278
T0001848,A00035,M017,2025-02-15,-404.52,PURCHASE 834838
T0000991,A00019,M015,2024-11-30,(65.02),PURCHASE 570726
T0002124,A00008,M003,04/09/24,-291.34,PURCHASE 660182
T0002032,A00020,M010,19-Feb-2025,-172.72,PURCHASE 164417
T0000143,A00050,M027,05-Nov-2024,(263.04),PURCHASE 688730
T0000931,A00049,M029,11-Jul-2024, $(333.93) ,PURCHASE 353580
T0000371,A00011,M006,07/15/2024,$-378.99,PURCHASE 842136
T0002810,A00010,M002,2025-01-15,$-173.13,PURCHASE 900020
T0002488,A00028,M029,07/01/2024,-293.75,PURCHASE 331290
T0000699,A00002,M020,24-Jun-2025,$-199.96,PURCHASE 355882
